,regio1,serviceCharge,newlyConst,balcony,totalRent,yearConstructed,hasKitchen,cellar,baseRent,livingSpace,typeOfFlat,noRooms,garden,cities,date
67874,Hamburg,160.0,False,False,1500.0,1954,True,True,1340.0,85.0,apartment,2,False,Hamburg,Sep18
68001,Hamburg,185.0,True,True,1035.0,2018,True,True,850.0,73.93,apartment,2,False,Hamburg,Sep18
68247,Hamburg,296.0,False,True,1783.0,1985,True,False,1487.0,118.0,roof_storey,3,False,Hamburg,May19
68251,Hamburg,250.0,False,True,2300.0,2008,True,True,2050.0,91.0,terraced_flat,3,True,Hamburg,May19
68321,Hamburg,250.0,False,True,1640.0,1950,True,True,1390.0,102.0,roof_storey,3,False,Hamburg,May19
68377,Hamburg,241.78,True,True,1943.05,2018,True,False,1511.13,120.89,apartment,4,False,Hamburg,May19
68735,Hamburg,155.0,False,True,999.0,1985,False,True,794.0,66.0,apartment,3,False,Hamburg,Sep18
68754,Hamburg,210.0,True,True,1442.0,2019,False,True,1232.0,104.0,penthouse,3,False,Hamburg,Oct19
68755,Hamburg,120.0,False,True,640.0,1985,True,False,520.0,26.0,apartment,1,False,Hamburg,Sep18
68896,Hamburg,150.0,False,True,960.0,2018,True,False,735.0,62.0,apartment,2,False,Hamburg,Feb20
68944,Hamburg,400.0,False,True,2100.0,2012,True,True,1700.0,142.11,apartment,5,False,Hamburg,Oct19
68997,Hamburg,566.0,False,False,3646.0,2016,False,True,3080.0,140.0,apartment,3,False,Hamburg,Feb20
69077,Hamburg,140.0,False,False,1530.0,1938,False,True,1265.0,107.0,apartment,4,False,Hamburg,Feb20
69145,Hamburg,298.0,True,False,4098.0,2017,True,True,3800.0,114.6,apartment,3,False,Hamburg,Sep18
69521,Hamburg,100.0,False,False,942.71,1985,True,True,742.71,78.32,ground_floor,2,False,Hamburg,Oct19
69556,Hamburg,100.0,False,True,850.0,1963,True,False,750.0,63.0,ground_floor,2,False,Hamburg,Sep18
69561,Hamburg,170.0,False,True,995.0,1971,False,True,825.0,70.5,apartment,3,False,Hamburg,Sep18
69583,Hamburg,194.22,True,True,1607.61,2018,True,False,1243.01,97.11,apartment,3,False,Hamburg,May19
69614,Hamburg,400.96,False,True,2547.52,2010,True,False,2146.56,114.56,apartment,2,False,Hamburg,Oct19
69623,Hamburg,143.0,False,False,805.0,1907,False,False,662.0,50.91,apartment,2,False,Hamburg,Oct19
69765,Hamburg,240.0,False,True,2050.0,1969,True,True,1650.0,170.0,ground_floor,4,True,Hamburg,Sep18
69775,Hamburg,60.0,False,True,700.0,1970,True,True,600.0,30.0,ground_floor,1,False,Hamburg,Sep18
70047,Hamburg,90.39,False,True,757.13,1972,True,True,598.74,56.86,apartment,2,False,Hamburg,Feb20
70119,Hamburg,340.0,False,True,1974.0,1972,True,True,1634.0,121.0,apartment,3,False,Hamburg,May19
70513,Hamburg,200.0,False,True,1000.0,1985,False,False,800.0,37.0,apartment,1,False,Hamburg,Sep18
70607,Hamburg,230.0,False,True,1330.0,1984,True,False,1100.0,130.0,maisonette,4,False,Hamburg,Feb20
70643,Hamburg,235.0,False,True,1225.0,1985,True,True,990.0,74.19,apartment,3,False,Hamburg,Feb20
70661,Hamburg,160.0,False,True,869.0,1998,True,False,639.0,63.89,apartment,2,False,Hamburg,Sep18
70857,Hamburg,170.0,False,False,570.0,1985,False,True,400.0,18.0,raised_ground_floor,1,False,Hamburg,Sep18
71028,Hamburg,110.0,False,True,1100.0,1999,True,False,990.0,75.0,maisonette,2,False,Hamburg,May19
71102,Hamburg,244.3,True,False,1434.3,2018,True,True,1190.0,101.77,apartment,4,False,Hamburg,Sep18
71137,Hamburg,266.0,False,True,1546.0,1963,True,True,1280.0,79.0,apartment,3,True,Hamburg,Oct19
71303,Hamburg,216.0,True,True,1611.0,2019,True,False,1395.0,77.6,penthouse,2,False,Hamburg,May19
71359,Hamburg,100.0,False,True,1085.0,1962,True,False,905.0,65.53,apartment,3,False,Hamburg,May19
71473,Hamburg,140.0,False,True,1415.0,2002,True,False,1275.0,68.6,roof_storey,3,False,Hamburg,May19
71486,Hamburg,231.36,False,False,589.97,2016,False,False,358.61,58.0,apartment,2,False,Hamburg,Oct19
71529,Hamburg,350.0,False,True,2450.0,1996,True,False,2100.0,121.0,ground_floor,6,True,Hamburg,Feb20
71574,Hamburg,350.0,False,False,2340.0,1885,True,False,1990.0,115.0,roof_storey,3,False,Hamburg,May19
71578,Hamburg,240.0,True,True,1730.0,2019,True,True,1490.0,80.0,apartment,2,False,Hamburg,Feb20
71624,Hamburg,190.0,False,True,1290.0,1915,True,True,1100.0,69.77,other,2,False,Hamburg,Feb20
71714,Hamburg,170.0,False,True,1350.0,2007,False,False,1080.0,90.0,penthouse,3,False,Hamburg,Sep18
71730,Hamburg,85.0,False,True,895.0,1930,True,True,740.0,63.0,apartment,2,False,Hamburg,May19
71738,Hamburg,195.0,False,True,1044.0,2013,True,False,849.0,65.07,apartment,2,False,Hamburg,Feb20
71898,Hamburg,188.0,True,True,2023.0,2017,True,True,1735.0,124.7,maisonette,4,False,Hamburg,Sep18
71906,Hamburg,245.0,False,True,1495.0,2016,True,True,1250.0,95.0,apartment,3,False,Hamburg,Feb20
72135,Hamburg,220.0,True,True,1220.0,2019,True,True,1000.0,80.19,other,3,False,Hamburg,Oct19
72264,Hamburg,50.0,False,False,790.0,1985,True,False,740.0,14.0,apartment,1,False,Hamburg,Oct19
72273,Hamburg,236.75,False,True,1533.43,1985,True,True,1296.68,84.7,apartment,4,False,Hamburg,Sep18
72287,Hamburg,258.0,False,True,1311.0,1985,True,True,1053.0,68.0,apartment,2,False,Hamburg,Sep18
72414,Hamburg,268.0,False,True,1965.0,1971,True,True,1697.0,82.0,terraced_flat,2,False,Hamburg,Sep18
72441,Hamburg,110.0,False,False,749.0,1930,True,True,639.0,62.0,ground_floor,2,True,Hamburg,May19
72563,Hamburg,150.0,False,True,1300.0,2018,False,True,1150.0,77.0,apartment,3,False,Hamburg,Feb20
72633,Hamburg,85.0,False,True,785.0,1958,True,False,630.0,44.9,half_basement,1,True,Hamburg,Sep18
72651,Hamburg,208.7,False,True,1378.61,1985,True,True,1169.91,83.48,apartment,3,False,Hamburg,Feb20
72659,Hamburg,230.0,False,True,1150.0,1900,True,False,920.0,77.0,roof_storey,2,False,Hamburg,Oct19
72661,Hamburg,290.0,False,True,1540.0,1904,True,False,1250.0,101.0,other,3,False,Hamburg,Feb20
72701,Hamburg,158.0,False,False,1095.8,1910,False,False,937.8,57.36,apartment,2,False,Hamburg,Sep18
72728,Hamburg,190.0,True,False,1130.0,2018,True,True,940.0,70.0,apartment,2,False,Hamburg,Oct19
72750,Hamburg,502.0,False,False,2693.0,2017,True,True,2190.0,91.29,apartment,2,False,Hamburg,Feb20
72981,Hamburg,220.0,False,True,1910.0,1972,True,True,1590.0,105.0,apartment,4,False,Hamburg,Feb20
73048,Hamburg,250.0,False,True,1245.0,2010,True,True,995.0,69.05,apartment,2,False,Hamburg,May19
73080,Hamburg,135.0,False,True,1049.0,1971,True,True,825.0,74.0,roof_storey,3,False,Hamburg,Sep18
73451,Hamburg,50.0,False,False,397.0,1952,True,False,307.0,23.61,apartment,1,False,Hamburg,Oct19
73491,Hamburg,50.0,False,True,995.0,1985,True,False,945.0,24.0,apartment,1,False,Hamburg,Oct19
73724,Hamburg,140.0,False,True,1040.0,2000,True,False,805.0,74.3,roof_storey,2,False,Hamburg,Oct19
73838,Hamburg,46.0,False,True,837.0,2015,True,True,738.0,52.7,apartment,2,False,Hamburg,Feb20
73894,Hamburg,220.0,False,False,1300.0,2015,True,False,1080.0,80.0,terraced_flat,2,False,Hamburg,Oct19
73903,Hamburg,90.0,False,False,1300.0,2014,False,False,1150.0,75.0,terraced_flat,3,False,Hamburg,May19
74027,Hamburg,194.0,False,True,784.0,1973,True,False,590.0,60.0,apartment,2,False,Hamburg,May19
74237,Hamburg,90.0,False,False,839.0,1928,True,True,699.0,68.7,apartment,3,False,Hamburg,Sep18
74318,Hamburg,206.0,False,True,1536.0,1995,True,True,1204.0,87.14,apartment,2,False,Hamburg,Oct19
74482,Hamburg,250.0,False,True,1150.0,1987,False,False,900.0,70.0,apartment,2,False,Hamburg,May19
74649,Hamburg,230.0,False,False,980.0,1985,True,False,750.0,90.0,roof_storey,3,True,Hamburg,Feb20
74699,Hamburg,275.0,False,True,2296.0,1961,False,False,1746.0,152.5,apartment,3,False,Hamburg,Feb20
74908,Hamburg,150.0,False,True,930.0,1985,True,True,780.0,78.0,apartment,2,False,Hamburg,Oct19
74951,Hamburg,353.0,False,False,1053.0,1985,True,False,700.0,28.0,ground_floor,1,True,Hamburg,Feb20
74958,Hamburg,350.0,False,True,2250.0,2001,True,True,1900.0,145.0,roof_storey,3,False,Hamburg,Feb20
74983,Hamburg,500.0,True,False,4110.0,2017,False,True,3260.0,181.0,apartment,4,False,Hamburg,Sep18
75121,Hamburg,220.0,False,True,1216.0,1970,True,True,996.0,83.0,raised_ground_floor,2,False,Hamburg,Oct19
75130,Hamburg,60.0,False,False,698.0,1985,False,False,638.0,51.0,apartment,2,False,Hamburg,Feb20
75235,Hamburg,230.0,False,False,830.0,1985,True,False,600.0,70.0,apartment,2,True,Hamburg,Sep18
75403,Hamburg,65.0,False,False,470.0,1985,True,True,360.0,28.25,ground_floor,1,False,Hamburg,Feb20
75437,Hamburg,100.0,False,False,1000.0,1896,True,False,900.0,40.0,raised_ground_floor,1,False,Hamburg,May19
75618,Hamburg,620.0,False,True,2564.0,2001,True,False,1944.0,144.0,apartment,3,False,Hamburg,Oct19
75701,Hamburg,250.0,False,True,2050.0,1996,True,False,1800.0,145.0,maisonette,5,True,Hamburg,Sep18
75719,Hamburg,150.0,False,False,1200.0,1985,False,True,1050.0,85.0,apartment,3,False,Hamburg,May19
75804,Hamburg,110.0,False,True,530.0,1970,False,False,420.0,40.46,apartment,1,False,Hamburg,May19
75827,Hamburg,290.0,False,True,1620.0,1994,True,True,1330.0,110.0,apartment,3,False,Hamburg,Oct19
75859,Hamburg,150.0,False,True,2060.0,2017,True,True,1810.0,103.0,apartment,3,False,Hamburg,May19
75902,Hamburg,220.0,False,True,1195.0,1993,True,True,975.0,80.0,roof_storey,3,False,Hamburg,May19
75954,Hamburg,250.0,False,True,1300.0,1985,True,True,1050.0,77.0,apartment,3,False,Hamburg,Feb20
76137,Hamburg,41.21,False,True,731.48,1985,True,False,607.85,41.21,apartment,1,False,Hamburg,Feb20
76150,Hamburg,230.0,False,True,1988.0,2017,True,False,1648.0,122.05,apartment,4,False,Hamburg,May19
76321,Hamburg,218.0,False,True,2020.53,2015,True,True,1698.15,104.38,apartment,4,False,Hamburg,Feb20
76461,Hamburg,210.0,True,True,1940.0,2018,False,False,1630.0,104.0,apartment,4,False,Hamburg,Oct19
76480,Hamburg,520.0,False,False,3185.0,2017,True,False,2665.0,133.25,apartment,4,False,Hamburg,Oct19
76501,Hamburg,376.0,True,False,1676.0,2018,False,False,1300.0,94.0,ground_floor,3,False,Hamburg,May19
76630,Hamburg,400.0,False,False,2700.0,1976,False,False,2000.0,125.0,apartment,3,False,Hamburg,Sep18
76743,Hamburg,224.0,True,True,1399.0,2019,True,True,1175.0,82.5,apartment,3,False,Hamburg,Feb20
77070,Hamburg,100.0,False,True,1050.0,1972,True,True,850.0,74.0,other,3,False,Hamburg,Feb20
77154,Hamburg,230.0,False,True,1160.0,2016,True,True,930.0,81.0,roof_storey,3,False,Hamburg,Feb20
77171,Hamburg,200.0,False,False,953.0,1985,False,False,753.0,75.0,apartment,3,False,Hamburg,May19
77188,Hamburg,255.0,True,True,1615.0,2019,True,True,1360.0,84.8,apartment,3,False,Hamburg,Feb20
77209,Hamburg,80.0,False,True,1115.0,1907,True,False,1035.0,61.0,apartment,3,False,Hamburg,Feb20
77364,Hamburg,168.0,False,True,1065.0,2003,True,True,798.0,76.0,ground_floor,3,False,Hamburg,Sep18
77390,Hamburg,187.0,False,True,938.88,1970,False,False,751.88,62.5,apartment,2,True,Hamburg,Oct19
77498,Hamburg,264.0,False,True,1403.0,2018,True,True,1139.0,94.17,apartment,4,False,Hamburg,Feb20
77524,Hamburg,114.0,False,True,965.84,1985,True,False,786.84,65.57,roof_storey,2,False,Hamburg,Sep18
77595,Hamburg,265.0,False,True,1390.0,1977,True,False,1050.0,96.0,penthouse,2,False,Hamburg,Oct19
77608,Hamburg,295.0,False,True,1239.0,2008,True,False,944.0,84.63,terraced_flat,3,False,Hamburg,Sep18
77646,Hamburg,184.0,False,False,800.0,1986,False,True,616.0,65.16,apartment,2,False,Hamburg,May19
77660,Hamburg,197.0,False,True,1660.0,2016,True,True,1399.0,84.84,apartment,3,False,Hamburg,Oct19
77725,Hamburg,300.0,False,True,1608.0,1991,True,True,1308.0,109.0,apartment,4,False,Hamburg,Sep18
77753,Hamburg,595.0,False,True,2799.0,2007,True,True,2204.0,267.0,apartment,6,False,Hamburg,May19
77980,Hamburg,470.0,False,True,2315.0,2012,True,True,1845.0,134.1,apartment,4,False,Hamburg,Feb20
78029,Hamburg,90.0,False,True,750.0,1980,True,False,600.0,59.0,apartment,2,False,Hamburg,Feb20
78073,Hamburg,100.0,False,True,960.0,1906,False,False,860.0,61.0,apartment,3,False,Hamburg,Feb20
78160,Hamburg,139.0,False,True,1479.5,2012,True,True,1270.5,90.75,apartment,3,False,Hamburg,May19
78187,Hamburg,180.0,True,True,1330.0,2020,True,True,1150.0,65.0,apartment,2,True,Hamburg,Feb20
78190,Hamburg,190.0,False,True,1718.01,2012,True,True,1461.01,112.34,apartment,3,False,Hamburg,Oct19
78525,Hamburg,160.0,False,True,1022.0,1985,True,True,772.0,91.0,maisonette,3,True,Hamburg,Oct19
78656,Hamburg,360.0,False,True,1655.0,1978,True,True,1295.0,120.0,maisonette,2,True,Hamburg,Oct19
78684,Hamburg,220.0,True,True,1816.0,2018,True,True,1596.0,114.0,penthouse,3,False,Hamburg,Oct19
78968,Hamburg,110.0,False,True,770.0,1968,True,True,660.0,66.0,apartment,3,False,Hamburg,May19
78980,Hamburg,195.3,True,False,1854.57,2019,True,False,1470.0,97.65,apartment,3,False,Hamburg,May19
79057,Hamburg,150.0,False,False,1740.0,1900,False,False,1590.0,86.22,apartment,3,False,Hamburg,Oct19
79058,Hamburg,250.0,False,True,1550.0,1970,True,True,1300.0,70.0,apartment,2,False,Hamburg,Oct19
79074,Hamburg,169.0,True,False,1073.0,2019,False,False,904.0,64.6,apartment,2,False,Hamburg,May19
79114,Hamburg,150.0,False,True,745.0,1964,False,False,595.0,53.0,apartment,2,False,Hamburg,Sep18
79175,Hamburg,112.0,False,False,972.0,1985,False,False,795.0,70.0,other,2,False,Hamburg,May19
79222,Hamburg,97.0,False,True,885.0,1980,True,True,730.0,48.91,apartment,2,False,Hamburg,May19
79386,Hamburg,120.0,False,False,744.06,1990,True,False,478.06,79.28,ground_floor,3,False,Hamburg,Feb20
79408,Hamburg,217.5,True,True,2465.0,2019,True,True,1957.5,145.0,apartment,5,True,Hamburg,Feb20
79589,Hamburg,200.0,False,False,798.0,1994,True,True,598.0,43.67,roof_storey,2,False,Hamburg,Feb20
79718,Hamburg,230.0,True,True,1140.0,2019,True,True,910.0,78.0,apartment,3,False,Hamburg,Feb20
79768,Hamburg,125.0,False,True,790.0,1981,True,False,665.0,35.0,ground_floor,1,False,Hamburg,Oct19
79977,Hamburg,201.37,False,True,1272.27,2018,True,True,997.68,91.53,ground_floor,2,False,Hamburg,Feb20
80001,Hamburg,188.0,False,True,1137.0,1972,True,True,949.0,85.5,apartment,3,False,Hamburg,Oct19
80235,Hamburg,233.0,False,True,1446.0,2014,True,True,1213.0,82.0,apartment,3,False,Hamburg,Oct19
80255,Hamburg,201.0,True,True,1870.0,2019,True,True,1573.0,87.37,apartment,3,False,Hamburg,Oct19
80315,Hamburg,88.0,False,True,1078.0,1908,True,True,990.0,63.0,roof_storey,1,False,Hamburg,May19
80341,Hamburg,215.0,False,True,1565.0,1967,False,False,1350.0,96.87,apartment,3,False,Hamburg,May19
80531,Hamburg,235.0,True,True,1895.0,2019,False,False,1560.0,120.0,apartment,5,False,Hamburg,Feb20
80793,Hamburg,164.0,False,True,842.0,1997,True,False,678.0,70.62,ground_floor,2,False,Hamburg,Sep18
81002,Hamburg,100.0,False,True,1040.0,1953,True,False,850.0,58.4,apartment,3,False,Hamburg,May19
81019,Hamburg,171.0,False,True,1116.0,2011,True,True,945.0,66.4,ground_floor,2,False,Hamburg,May19
81099,Hamburg,65.0,False,False,795.0,1954,True,False,690.0,51.91,apartment,2,False,Hamburg,Feb20
81147,Hamburg,270.0,False,True,2395.0,1985,True,True,1995.0,134.0,maisonette,3,False,Hamburg,Feb20
81169,Hamburg,70.0,False,False,580.0,1912,False,True,450.0,50.0,apartment,2,False,Hamburg,Feb20
81255,Hamburg,155.0,False,False,920.0,1875,True,False,765.0,53.0,apartment,2,False,Hamburg,Sep18
81325,Hamburg,300.0,False,True,1600.0,1997,True,True,1300.0,82.0,terraced_flat,2,True,Hamburg,Feb20
81335,Hamburg,174.0,True,False,1344.0,2019,False,False,1170.0,87.17,apartment,3,False,Hamburg,Oct19
81371,Hamburg,500.0,False,True,2390.0,1985,False,False,1890.0,111.0,penthouse,2,True,Hamburg,May19
81613,Hamburg,120.0,False,False,780.0,1995,True,True,560.0,40.0,apartment,2,True,Hamburg,May19
81676,Hamburg,218.0,False,True,1578.0,2018,True,False,1240.0,110.59,apartment,4,False,Hamburg,Feb20
81732,Hamburg,160.0,True,True,1169.0,2018,True,True,940.0,72.48,ground_floor,2,True,Hamburg,Oct19
81752,Hamburg,50.0,False,False,740.0,1985,True,False,690.0,40.0,roof_storey,2,False,Hamburg,Oct19
81765,Hamburg,95.0,False,False,899.0,1965,True,False,669.0,70.38,terraced_flat,3,True,Hamburg,Sep18
81818,Hamburg,180.0,False,True,955.0,1900,True,False,775.0,80.0,apartment,3,True,Hamburg,May19
81928,Hamburg,218.0,False,True,2480.0,2011,True,True,2160.0,135.0,apartment,5,False,Hamburg,May19
81929,Hamburg,478.0,False,True,2668.0,2010,True,False,2190.0,145.18,apartment,4,False,Hamburg,May19
81933,Hamburg,170.0,False,False,920.0,1996,True,True,750.0,63.0,maisonette,1,False,Hamburg,Sep18
81967,Hamburg,316.0,False,True,1926.02,2017,True,True,1515.02,105.35,apartment,3,False,Hamburg,Feb20
81999,Hamburg,235.0,False,True,1745.0,1956,True,True,1400.0,114.81,roof_storey,3,False,Hamburg,May19
82004,Hamburg,223.0,True,True,1603.0,2018,True,True,1380.0,85.69,apartment,3,False,Hamburg,Sep18
82117,Hamburg,160.0,False,False,1170.0,2018,True,False,920.0,71.0,roof_storey,2,False,Hamburg,Feb20
82145,Hamburg,270.0,False,True,976.0,1988,False,True,706.0,72.78,roof_storey,2,False,Hamburg,Sep18
82243,Hamburg,100.0,True,True,2150.0,2020,True,False,1950.0,146.06,roof_storey,2,True,Hamburg,Feb20
82373,Hamburg,107.0,False,True,817.0,1965,True,True,610.0,53.0,apartment,2,False,Hamburg,May19
82402,Hamburg,60.0,False,True,548.06,1985,True,True,476.06,22.0,apartment,1,False,Hamburg,May19
82413,Hamburg,268.0,False,False,2080.5,1956,False,False,1812.5,113.27,apartment,4,False,Hamburg,Oct19
82432,Hamburg,320.0,True,True,1479.56,2018,True,True,1159.56,96.63,apartment,3,False,Hamburg,Oct19
82452,Hamburg,250.0,True,True,2120.0,2018,False,False,1750.0,124.0,ground_floor,4,False,Hamburg,May19
82454,Hamburg,550.0,False,True,2700.0,1985,True,False,2150.0,201.0,maisonette,6,False,Hamburg,Sep18
82463,Hamburg,0.0,False,False,1050.0,1985,True,True,890.0,40.0,other,2,True,Hamburg,Oct19
82528,Hamburg,267.0,False,True,1286.0,2013,True,False,1019.0,89.14,ground_floor,3,False,Hamburg,Feb20
82592,Hamburg,212.0,False,True,1598.0,1989,False,True,1386.0,120.45,maisonette,3,False,Hamburg,Sep18
82636,Hamburg,145.0,False,True,675.0,1955,True,False,530.0,45.94,apartment,2,False,Hamburg,Oct19
82683,Hamburg,125.0,True,True,1095.0,2019,True,True,850.0,50.0,apartment,2,True,Hamburg,Oct19
82746,Hamburg,160.0,False,True,810.0,2000,True,True,650.0,62.72,apartment,2,False,Hamburg,May19
82859,Hamburg,75.0,False,False,1137.0,1963,True,True,957.0,87.0,apartment,3,True,Hamburg,May19
82935,Hamburg,400.0,True,False,1850.0,2018,False,False,1450.0,100.0,penthouse,3,False,Hamburg,May19
82985,Hamburg,240.0,False,True,1420.0,2017,False,False,1180.0,97.0,apartment,3,False,Hamburg,Oct19
83027,Hamburg,100.0,False,True,780.0,1937,False,False,610.0,51.33,apartment,2,False,Hamburg,Oct19
83039,Hamburg,158.0,False,False,1008.0,1958,False,False,850.0,52.0,raised_ground_floor,2,False,Hamburg,Sep18
83061,Hamburg,148.0,False,True,1601.0,2012,True,True,1300.0,91.5,ground_floor,4,True,Hamburg,Sep18
83114,Hamburg,300.0,False,False,1750.0,1928,True,True,1450.0,61.0,apartment,3,False,Hamburg,Feb20
83226,Hamburg,150.0,False,True,815.0,2003,False,False,635.0,68.0,terraced_flat,2,False,Hamburg,May19
83293,Hamburg,200.0,False,False,1300.0,1911,True,False,1100.0,84.0,roof_storey,3,False,Hamburg,Feb20
83469,Hamburg,490.0,False,True,2090.0,1985,True,True,1600.0,130.0,ground_floor,4,True,Hamburg,Sep18
83576,Hamburg,0.0,False,False,610.83,1985,False,False,610.83,55.5,other,2,False,Hamburg,May19
83581,Hamburg,128.0,False,True,1414.0,1958,True,False,1196.0,85.49,roof_storey,3,False,Hamburg,Feb20
83612,Hamburg,135.0,False,False,710.0,1937,False,True,575.0,51.5,apartment,2,False,Hamburg,May19
83829,Hamburg,234.0,False,True,1191.0,2013,False,True,957.0,78.61,apartment,2,False,Hamburg,Oct19
83941,Hamburg,95.0,False,True,859.0,1985,False,False,725.0,58.46,apartment,2,False,Hamburg,May19
83963,Hamburg,415.0,False,True,3420.0,1985,True,False,2650.0,204.0,apartment,4,False,Hamburg,Oct19
84067,Hamburg,250.0,False,True,1250.0,1971,True,True,1000.0,90.0,apartment,3,True,Hamburg,Feb20
84110,Hamburg,165.0,False,True,1385.0,1935,True,False,1220.0,73.03,apartment,2,False,Hamburg,May19
84179,Hamburg,220.0,False,True,1595.0,2016,True,True,1248.0,108.5,apartment,4,False,Hamburg,Feb20
84204,Hamburg,180.0,False,True,1225.0,1970,True,True,1045.0,95.0,apartment,3,False,Hamburg,Feb20
84563,Hamburg,100.0,False,True,980.0,1961,True,False,810.0,61.4,apartment,2,False,Hamburg,May19
84578,Hamburg,455.0,False,False,2585.0,1977,False,False,2130.0,132.0,apartment,3,False,Hamburg,Oct19
84588,Hamburg,257.25,False,False,1785.0,1908,True,False,1527.75,105.0,apartment,1,True,Hamburg,May19
84850,Hamburg,110.0,False,False,610.0,2015,True,True,510.0,24.0,apartment,1,True,Hamburg,Feb20
84861,Hamburg,300.0,False,True,3100.0,1985,True,False,2800.0,137.6,penthouse,3,False,Hamburg,Feb20
84897,Hamburg,120.0,False,False,1500.0,1982,True,False,1250.0,150.0,roof_storey,4,False,Hamburg,Oct19
85230,Hamburg,250.0,False,False,1225.0,1963,True,True,975.0,90.9,apartment,3,False,Hamburg,Oct19
85351,Hamburg,148.66,True,False,1077.76,2019,False,False,929.1,61.94,ground_floor,2,False,Hamburg,Oct19
85450,Hamburg,315.0,True,True,2515.0,2018,True,False,2200.0,111.97,apartment,3,False,Hamburg,Oct19
85464,Hamburg,70.0,False,True,955.0,1961,True,True,835.0,62.0,roof_storey,3,False,Hamburg,Feb20
85529,Hamburg,300.0,False,False,600.0,1890,True,False,300.0,21.0,roof_storey,1,False,Hamburg,Feb20
85600,Hamburg,425.0,False,True,2350.0,2005,True,True,1925.0,126.0,apartment,4,False,Hamburg,Oct19
85724,Hamburg,120.0,False,True,695.0,1967,True,True,545.0,37.77,apartment,1,False,Hamburg,Oct19
85967,Hamburg,180.0,False,True,1220.0,1999,True,True,1040.0,80.0,apartment,3,False,Hamburg,May19
86020,Hamburg,50.0,False,False,880.0,1985,True,False,830.0,16.0,apartment,1,False,Hamburg,Feb20
86055,Hamburg,240.0,False,True,990.0,1981,True,True,750.0,77.98,apartment,3,False,Hamburg,May19
86139,Hamburg,162.0,False,False,935.0,1907,False,False,773.0,59.45,apartment,2,False,Hamburg,Feb20
86160,Hamburg,135.0,False,True,694.5,1929,True,False,504.5,50.85,apartment,2,False,Hamburg,May19
86244,Hamburg,163.0,False,False,1154.66,2014,True,False,940.66,56.82,apartment,2,False,Hamburg,Feb20
86342,Hamburg,253.0,False,True,1899.0,2014,True,True,1646.0,109.7,apartment,4,False,Hamburg,Oct19
86363,Hamburg,100.0,False,False,810.0,1960,False,True,710.0,59.41,apartment,3,False,Hamburg,May19
86398,Hamburg,150.0,False,True,1295.0,1974,True,True,1065.0,100.0,apartment,3,True,Hamburg,Sep18
86416,Hamburg,125.0,True,True,1095.0,2019,True,True,850.0,50.0,apartment,2,True,Hamburg,Oct19
86468,Hamburg,330.0,False,False,1410.0,1951,True,False,1080.0,90.0,other,3,False,Hamburg,Sep18
86551,Hamburg,595.0,False,True,2794.0,2007,True,True,2199.0,267.0,apartment,6,False,Hamburg,Oct19
86600,Hamburg,175.0,False,True,925.0,2017,True,True,750.0,56.92,ground_floor,2,True,Hamburg,Oct19
86694,Hamburg,85.0,False,False,670.0,1950,True,True,585.0,65.01,apartment,2,False,Hamburg,May19
86815,Hamburg,186.0,False,False,2192.0,2017,True,False,1895.0,120.6,apartment,3,False,Hamburg,Feb20
86824,Hamburg,170.0,True,True,995.0,2019,True,False,780.0,65.8,apartment,2,False,Hamburg,Feb20
86859,Hamburg,216.0,False,True,984.0,1987,False,True,768.0,73.15,ground_floor,3,True,Hamburg,Feb20
86897,Hamburg,160.0,True,True,1055.0,2019,True,True,895.0,73.0,apartment,2,False,Hamburg,Feb20
86948,Hamburg,50.0,False,False,494.0,1965,False,False,379.0,32.33,ground_floor,1,False,Hamburg,Oct19
87200,Hamburg,600.0,False,True,2988.0,2017,True,False,2388.0,154.09,apartment,3,False,Hamburg,Feb20
87468,Hamburg,180.0,False,False,1100.0,1902,True,True,920.0,59.4,roof_storey,2,False,Hamburg,May19
87507,Hamburg,250.0,False,False,920.0,1990,True,True,670.0,61.2,ground_floor,2,True,Hamburg,Feb20
87513,Hamburg,50.0,False,False,589.0,1972,True,True,499.0,41.96,apartment,2,False,Hamburg,Feb20
87572,Hamburg,110.0,False,True,869.0,1995,True,True,759.0,69.0,maisonette,2,False,Hamburg,May19
87614,Hamburg,70.0,False,False,860.0,1904,True,True,750.0,34.04,ground_floor,2,False,Hamburg,Sep18
87695,Hamburg,199.0,False,True,999.0,1935,False,True,800.0,80.87,apartment,2,False,Hamburg,Feb20
87883,Hamburg,183.0,True,True,1184.0,2019,True,False,1001.0,70.46,apartment,3,False,Hamburg,Feb20
87893,Hamburg,140.0,False,False,1830.0,1896,True,False,1590.0,93.5,apartment,4,False,Hamburg,Oct19
87976,Hamburg,500.0,False,False,3400.0,2006,True,True,2900.0,184.0,apartment,3,False,Hamburg,May19
88146,Hamburg,293.0,False,True,1903.0,2000,True,False,1490.0,128.0,roof_storey,2,False,Hamburg,Feb20
88159,Hamburg,260.0,False,True,1570.0,1997,True,False,1310.0,123.0,ground_floor,4,True,Hamburg,May19
88163,Hamburg,400.0,False,True,1990.0,1978,True,True,1590.0,117.0,ground_floor,3,True,Hamburg,Feb20
88256,Hamburg,120.0,False,True,1120.0,2010,True,False,820.0,70.43,apartment,2,False,Hamburg,Feb20
88489,Hamburg,100.0,False,True,1145.0,1962,True,False,965.0,69.82,apartment,2,False,Hamburg,Oct19
