,regio1,serviceCharge,newlyConst,balcony,totalRent,yearConstructed,hasKitchen,cellar,baseRent,livingSpace,typeOfFlat,noRooms,garden,cities,date
45,Berlin,320.0,False,True,1140.0,1985,True,False,820.0,77.0,ground_floor,3,False,Berlin,Feb20
61,Berlin,79.0,False,False,955.0,1918,False,False,808.0,62.63,ground_floor,2,False,Berlin,Oct19
77,Berlin,150.0,True,True,1300.0,2019,True,True,1150.0,46.4,apartment,2,False,Berlin,Oct19
86,Berlin,228.78,False,True,1428.78,2017,True,True,1200.0,67.0,apartment,2,False,Berlin,Oct19
87,Berlin,147.08,True,True,1559.05,2019,True,True,1338.43,73.54,ground_floor,2,False,Berlin,Feb20
126,Berlin,232.0,False,True,1280.0,2014,True,True,1048.0,83.14,apartment,3,False,Berlin,Oct19
142,Berlin,221.11,False,True,656.72,1980,False,False,435.61,62.23,apartment,3,False,Berlin,Oct19
187,Berlin,162.0,False,True,861.0,1984,True,True,699.0,71.2,apartment,3,False,Berlin,Oct19
194,Berlin,67.15,False,False,415.51,1988,False,True,314.78,41.97,apartment,1,False,Berlin,Oct19
200,Berlin,200.0,False,True,2565.0,1910,True,True,2225.0,165.68,roof_storey,4,False,Berlin,Feb20
286,Berlin,215.0,False,True,1125.0,1890,True,False,792.0,88.0,apartment,3,False,Berlin,May19
300,Berlin,450.0,True,True,2830.0,2018,True,True,2380.0,140.0,penthouse,3,False,Berlin,Oct19
383,Berlin,161.65,False,True,1893.09,2017,True,True,1640.6,97.9,apartment,3,False,Berlin,May19
464,Berlin,291.28,False,False,1747.63,1900,True,False,1456.35,97.09,apartment,3,False,Berlin,Feb20
478,Berlin,115.75,False,False,618.21,1927,False,True,502.46,62.75,raised_ground_floor,2,True,Berlin,May19
510,Berlin,55.0,False,False,399.84,1900,False,False,309.84,35.0,apartment,1,False,Berlin,Feb20
522,Berlin,319.74,False,True,2018.38,1985,False,False,1698.64,99.92,maisonette,3,False,Berlin,Feb20
527,Berlin,100.0,False,True,1000.0,1975,True,True,845.0,41.58,apartment,2,False,Berlin,May19
547,Berlin,250.0,False,True,1125.0,1990,True,True,875.0,81.0,apartment,2,True,Berlin,Sep18
556,Berlin,170.0,False,False,1567.7,1910,False,False,1247.7,145.0,ground_floor,4,False,Berlin,Feb20
570,Berlin,151.0,False,False,1399.0,1985,True,False,1189.0,82.0,apartment,3,False,Berlin,May19
582,Berlin,50.0,False,True,549.0,1997,True,False,449.0,47.0,apartment,1,False,Berlin,Oct19
594,Berlin,209.65,True,True,1289.65,2018,True,True,1080.0,59.9,terraced_flat,2,True,Berlin,Sep18
614,Berlin,170.0,False,True,989.0,1990,True,False,749.0,69.75,apartment,2,False,Berlin,Feb20
762,Berlin,204.0,False,False,1299.0,1959,True,False,1013.0,68.06,apartment,3,False,Berlin,Sep18
782,Berlin,700.0,False,True,2500.0,1998,True,True,1720.0,220.0,roof_storey,4,True,Berlin,Oct19
810,Berlin,154.0,False,False,604.0,1985,True,True,450.0,40.0,other,1,False,Berlin,Sep18
848,Berlin,91.74,False,True,1406.68,1985,True,False,1253.78,61.16,apartment,2,False,Berlin,Sep18
853,Berlin,186.96,False,True,822.97,1997,True,True,636.01,68.75,apartment,3,False,Berlin,Sep18
867,Berlin,80.0,False,True,1300.0,1958,True,True,1150.0,49.39,apartment,2,False,Berlin,Feb20
883,Berlin,155.0,False,True,1766.0,1914,True,False,1500.0,111.0,roof_storey,3,False,Berlin,Feb20
957,Berlin,115.0,False,False,545.0,1912,False,False,430.0,36.08,apartment,1,False,Berlin,Sep18
986,Berlin,150.0,False,True,1200.0,1910,True,True,1050.0,53.0,roof_storey,2,False,Berlin,Feb20
995,Berlin,90.0,False,True,899.0,1933,True,False,764.0,46.34,apartment,2,False,Berlin,Oct19
1027,Berlin,115.0,False,False,1095.0,1900,True,True,980.0,93.0,apartment,2,False,Berlin,Oct19
1029,Berlin,228.79,False,True,1710.1,1992,True,False,1387.36,95.68,apartment,2,False,Berlin,Oct19
1035,Berlin,225.0,False,False,1215.0,1932,False,False,990.0,90.0,apartment,3,False,Berlin,Feb20
1044,Berlin,300.0,False,True,1190.0,2016,True,True,890.0,83.0,apartment,3,True,Berlin,Sep18
1077,Berlin,90.0,False,False,890.0,1910,True,True,800.0,49.0,apartment,2,False,Berlin,Sep18
1080,Berlin,445.15,False,True,1688.94,1995,True,False,1243.79,120.44,roof_storey,5,False,Berlin,May19
1085,Berlin,100.05,False,True,478.74,1977,False,False,311.99,43.88,apartment,1,False,Berlin,Sep18
1135,Berlin,210.0,False,True,1200.0,2016,True,True,990.0,59.54,apartment,2,False,Berlin,Sep18
1160,Berlin,50.0,False,True,690.0,1985,True,False,640.0,11.0,apartment,1,False,Berlin,May19
1180,Berlin,205.74,False,False,1783.08,1915,True,False,1577.34,68.58,apartment,2,False,Berlin,Feb20
1208,Berlin,165.22,False,True,685.97,1964,False,True,520.75,54.07,apartment,1,False,Berlin,Sep18
1278,Berlin,124.2,True,True,475.2,2019,False,False,351.0,54.0,apartment,2,False,Berlin,May19
1296,Berlin,71.66,False,True,627.13,1900,False,False,503.87,57.33,apartment,2,False,Berlin,May19
1316,Berlin,123.83,False,True,489.2,1930,False,False,365.37,51.0,ground_floor,2,False,Berlin,Feb20
1368,Berlin,240.0,False,True,2990.0,2016,False,False,2750.0,106.1,apartment,4,False,Berlin,May19
1398,Berlin,56.0,False,False,700.0,1900,False,False,575.0,40.34,apartment,2,False,Berlin,Feb20
1426,Berlin,105.0,False,False,1734.0,1985,True,False,1599.0,81.5,apartment,3,False,Berlin,May19
1439,Berlin,100.0,False,True,660.0,1985,True,True,560.0,19.5,apartment,1,False,Berlin,May19
1474,Berlin,140.0,False,True,1350.0,1985,False,True,1210.0,62.0,apartment,2,False,Berlin,Feb20
1476,Berlin,125.0,False,False,750.0,1920,False,True,625.0,78.88,ground_floor,2,False,Berlin,Oct19
1485,Berlin,85.0,False,True,714.0,1900,False,False,629.0,59.95,apartment,2,False,Berlin,Feb20
1537,Berlin,368.76,True,True,2244.62,2019,False,True,1763.63,160.33,apartment,7,False,Berlin,Feb20
1577,Berlin,110.0,False,True,620.0,2016,False,False,510.0,38.0,apartment,1,False,Berlin,Oct19
1582,Berlin,75.0,False,False,845.0,1997,True,True,745.0,68.0,roof_storey,2,True,Berlin,Feb20
1610,Berlin,410.05,True,False,3362.41,2019,False,True,2952.36,164.0,apartment,4,False,Berlin,Feb20
1649,Berlin,372.29,False,True,2992.67,1992,True,True,2481.92,155.12,apartment,4,False,Berlin,Oct19
1688,Berlin,231.0,False,True,899.0,1957,False,False,668.0,81.14,apartment,3,False,Berlin,May19
1693,Berlin,85.0,False,True,1100.0,1905,True,False,973.0,57.95,apartment,2,False,Berlin,Oct19
1699,Berlin,485.0,True,True,2700.0,2019,True,True,2215.0,119.0,apartment,4,False,Berlin,Feb20
1718,Berlin,90.0,False,False,490.0,1968,False,True,400.0,30.0,apartment,1,False,Berlin,Sep18
1719,Berlin,140.0,False,False,480.0,1985,True,False,340.0,20.0,apartment,1,False,Berlin,Feb20
1732,Berlin,90.0,False,True,1190.0,1905,True,False,1100.0,58.3,apartment,2,False,Berlin,May19
1763,Berlin,87.0,False,True,526.0,1985,False,True,439.0,35.49,apartment,1,False,Berlin,Sep18
1809,Berlin,75.0,False,False,700.0,1902,False,False,625.0,30.44,apartment,1,False,Berlin,May19
1832,Berlin,68.0,False,False,559.0,1900,False,False,491.0,29.6,apartment,1,False,Berlin,Sep18
1854,Berlin,394.0,False,True,1882.0,1998,True,True,1488.0,87.55,apartment,3,False,Berlin,May19
1868,Berlin,176.91,False,True,649.92,1964,False,True,473.01,56.92,ground_floor,2,False,Berlin,Sep18
1895,Berlin,255.0,False,True,1270.0,1999,True,False,1015.0,96.47,roof_storey,3,False,Berlin,Sep18
1918,Berlin,200.0,False,False,1000.0,1900,False,True,800.0,80.86,ground_floor,3,True,Berlin,Sep18
1993,Berlin,850.0,False,False,7850.0,1900,True,True,7000.0,307.0,maisonette,5,True,Berlin,Sep18
2052,Berlin,740.0,False,True,3704.0,1895,True,True,2964.0,247.0,roof_storey,7,False,Berlin,Oct19
2062,Berlin,70.0,False,True,700.0,1920,True,True,570.0,57.0,apartment,2,False,Berlin,May19
2088,Berlin,365.0,False,True,1961.0,2017,True,True,1596.0,76.0,apartment,3,False,Berlin,May19
2123,Berlin,75.0,False,False,374.85,1904,True,False,227.85,29.4,half_basement,1,False,Berlin,May19
2158,Berlin,0.0,False,False,900.0,1985,False,False,900.0,45.0,apartment,1,False,Berlin,Sep18
2263,Berlin,185.0,False,True,1594.0,1985,True,True,1201.0,103.55,apartment,3,False,Berlin,Sep18
2274,Berlin,219.75,False,False,660.0,1980,False,False,440.25,61.85,apartment,2,False,Berlin,Oct19
2307,Berlin,200.0,False,True,1067.24,2017,False,True,867.24,72.27,ground_floor,2,True,Berlin,Feb20
2337,Berlin,204.0,False,False,953.0,1997,False,True,749.0,74.49,apartment,3,False,Berlin,May19
2342,Berlin,150.0,False,False,655.0,2016,True,False,505.0,21.0,apartment,1,False,Berlin,May19
2349,Berlin,242.0,False,True,1543.16,2015,False,False,1301.16,92.94,apartment,3,False,Berlin,Sep18
2355,Berlin,166.16,False,True,1250.75,1914,False,False,1084.59,100.1,apartment,3,False,Berlin,Feb20
2436,Berlin,110.0,False,True,1048.0,1956,False,True,898.0,56.13,raised_ground_floor,2,False,Berlin,May19
2457,Berlin,100.0,False,False,795.0,1904,True,True,695.0,50.0,ground_floor,1,False,Berlin,Feb20
2469,Berlin,210.0,False,True,1560.0,1906,True,False,1350.0,103.0,apartment,3,False,Berlin,Feb20
2526,Berlin,142.0,False,True,1442.0,1897,False,False,1300.0,129.0,apartment,4,False,Berlin,Sep18
2553,Berlin,140.0,False,False,1240.0,1954,False,True,960.0,97.79,apartment,3,False,Berlin,Oct19
2637,Berlin,50.0,False,True,690.0,1985,True,False,640.0,10.0,apartment,1,False,Berlin,Feb20
2652,Berlin,90.0,False,False,499.0,1937,True,False,409.0,29.2,apartment,1,False,Berlin,Sep18
2657,Berlin,300.0,False,True,2050.0,2012,True,True,1750.0,109.0,apartment,3,False,Berlin,Sep18
2691,Berlin,181.73,False,False,576.58,1961,False,True,394.85,46.02,apartment,1,False,Berlin,May19
2709,Berlin,130.0,False,True,699.0,1967,False,False,469.0,63.0,apartment,2,False,Berlin,Sep18
2724,Berlin,100.0,False,True,510.0,1909,False,False,410.0,62.0,apartment,2,False,Berlin,Sep18
2762,Berlin,232.0,False,True,892.0,1912,True,True,660.0,70.34,apartment,2,False,Berlin,May19
2790,Berlin,0.0,False,True,6500.0,1985,True,True,5000.0,120.0,roof_storey,3,False,Berlin,May19
2803,Berlin,140.0,False,True,2000.0,1995,True,True,1750.0,81.88,apartment,3,False,Berlin,Sep18
2829,Berlin,60.0,False,False,920.0,1893,False,True,770.0,70.0,apartment,2,False,Berlin,Oct19
2848,Berlin,99.0,False,True,643.54,1930,False,True,488.54,55.39,ground_floor,2,False,Berlin,Oct19
2877,Berlin,80.0,False,False,729.0,1900,False,False,599.0,48.0,apartment,2,False,Berlin,Oct19
2961,Berlin,228.86,False,True,794.74,1986,False,True,565.88,81.59,apartment,4,False,Berlin,Oct19
3112,Berlin,414.0,False,False,2622.0,1900,True,False,2208.0,138.0,roof_storey,5,False,Berlin,May19
3130,Berlin,122.61,True,False,1039.41,2019,False,False,819.0,81.9,apartment,2,False,Berlin,May19
3134,Berlin,235.0,False,True,1320.1,1989,False,True,965.1,111.96,apartment,3,False,Berlin,Feb20
3228,Berlin,130.0,False,False,530.0,1900,True,False,400.0,40.29,apartment,2,False,Berlin,Feb20
3241,Berlin,200.0,False,True,1200.0,1985,True,False,1000.0,40.0,apartment,1,False,Berlin,Feb20
3382,Berlin,210.0,False,True,1471.5,1910,True,True,1261.5,82.0,apartment,3,False,Berlin,Oct19
3445,Berlin,400.0,False,False,1400.0,1985,False,False,1400.0,45.55,apartment,2,False,Berlin,Feb20
3463,Berlin,87.35,False,True,1441.19,1985,True,False,1295.62,58.23,apartment,2,False,Berlin,Sep18
3486,Berlin,55.0,True,True,873.4,2019,False,False,778.4,56.0,apartment,2,False,Berlin,May19
3558,Berlin,300.0,False,True,1365.0,1900,True,False,1065.0,60.5,ground_floor,2,False,Berlin,Oct19
3562,Berlin,160.0,False,True,1060.0,1917,True,True,900.0,77.0,apartment,3,False,Berlin,Sep18
3576,Berlin,124.18,False,True,623.91,1958,False,False,450.59,58.77,apartment,2,False,Berlin,Sep18
3602,Berlin,450.0,False,True,3850.0,1908,False,False,3400.0,224.0,apartment,5,False,Berlin,May19
3605,Berlin,250.0,False,True,1018.84,1981,True,True,693.84,96.5,apartment,3,False,Berlin,Sep18
3609,Berlin,60.3,False,True,693.45,1985,True,True,603.0,30.15,roof_storey,1,False,Berlin,Oct19
3633,Berlin,168.0,True,True,1061.92,2018,True,True,893.92,61.03,apartment,2,False,Berlin,Sep18
3797,Berlin,220.0,False,True,970.0,1985,True,False,750.0,70.0,apartment,2,False,Berlin,Feb20
3830,Berlin,210.0,False,False,859.0,1912,False,False,649.0,67.21,apartment,2,False,Berlin,May19
3857,Berlin,0.0,False,True,1350.0,1985,True,True,1350.0,40.0,apartment,2,False,Berlin,Oct19
3865,Berlin,165.0,False,True,1415.0,1911,True,True,1250.0,87.0,apartment,3,True,Berlin,Sep18
3891,Berlin,314.69,False,True,1132.84,1970,False,True,818.15,105.16,apartment,3,False,Berlin,Sep18
3934,Berlin,60.0,False,True,900.0,1925,True,False,800.0,43.06,ground_floor,2,True,Berlin,Sep18
3948,Berlin,80.0,True,True,1220.0,2019,False,False,1060.0,53.02,other,2,False,Berlin,Feb20
3974,Berlin,240.0,False,True,1400.0,1985,True,True,1160.0,70.0,apartment,2,False,Berlin,Oct19
3997,Berlin,207.65,False,True,732.84,1989,False,False,525.19,69.4,apartment,3,False,Berlin,May19
4038,Berlin,90.0,False,False,571.77,1905,False,False,421.77,47.0,ground_floor,1,False,Berlin,Feb20
4045,Berlin,130.0,False,False,1229.0,1904,False,False,999.0,107.3,apartment,3,False,Berlin,May19
4077,Berlin,419.0,False,False,1989.0,1998,True,True,1570.0,93.0,apartment,3,False,Berlin,May19
4142,Berlin,146.11,True,True,1996.9,2018,False,True,1704.68,97.41,roof_storey,3,False,Berlin,Sep18
4150,Berlin,250.0,True,True,1845.0,2020,True,True,1595.0,82.75,apartment,3,False,Berlin,Feb20
4182,Berlin,103.53,False,True,594.0,1979,False,False,420.14,68.82,apartment,3,False,Berlin,Oct19
4200,Berlin,295.0,False,True,1453.82,1997,True,True,1158.82,113.61,raised_ground_floor,4,False,Berlin,May19
4212,Berlin,216.1,True,True,2544.58,2019,True,False,2220.43,108.05,apartment,4,False,Berlin,Oct19
4241,Berlin,123.0,False,False,1321.0,1906,False,False,1198.0,49.9,apartment,2,False,Berlin,Oct19
4266,Berlin,130.0,True,True,990.0,2019,True,True,860.0,48.0,apartment,1,False,Berlin,Feb20
4299,Berlin,329.84,False,True,1471.96,1940,False,True,1142.12,94.0,apartment,3,False,Berlin,Oct19
4318,Berlin,182.39,False,False,817.15,1890,False,True,634.76,63.54,apartment,1,False,Berlin,Oct19
4322,Berlin,250.0,False,True,1245.0,1985,False,True,995.0,74.73,apartment,3,False,Berlin,Feb20
4338,Berlin,170.0,False,True,1725.0,1900,True,False,1555.0,82.0,apartment,2,False,Berlin,Oct19
4426,Berlin,150.0,False,True,706.15,1978,True,True,486.15,68.86,apartment,2,False,Berlin,Sep18
4532,Berlin,869.87,False,True,4135.29,1985,True,True,3265.42,143.54,apartment,3,False,Berlin,Feb20
4580,Berlin,400.0,False,False,1850.0,2009,True,False,1450.0,109.0,other,1,False,Berlin,Oct19
4583,Berlin,187.0,False,True,687.0,2015,False,True,500.0,57.5,terraced_flat,1,False,Berlin,Sep18
4588,Berlin,150.0,False,False,799.0,1974,False,False,589.0,64.0,apartment,2,False,Berlin,May19
4614,Berlin,88.0,False,True,856.0,1930,False,True,690.0,52.0,apartment,2,False,Berlin,May19
4630,Berlin,95.0,False,False,544.0,1955,True,False,449.0,37.0,ground_floor,1,False,Berlin,Feb20
4644,Berlin,150.0,False,True,999.0,1997,True,False,699.0,42.0,apartment,1,False,Berlin,Feb20
4660,Berlin,207.0,False,True,942.0,1900,False,False,735.0,71.98,apartment,2,False,Berlin,May19
4669,Berlin,196.08,True,True,1960.8,2019,True,True,1666.68,98.04,ground_floor,3,False,Berlin,Feb20
4686,Berlin,140.0,False,False,1234.0,1905,False,False,1094.0,60.76,apartment,2,False,Berlin,May19
4690,Berlin,80.0,False,True,1150.0,1967,False,False,1000.0,54.95,apartment,2,False,Berlin,Oct19
4723,Berlin,86.0,False,False,994.0,1913,True,True,816.0,75.0,apartment,2,False,Berlin,Oct19
4762,Berlin,187.0,False,False,900.0,1994,False,False,713.0,69.26,apartment,3,False,Berlin,May19
4840,Berlin,224.62,False,True,1958.69,1917,False,True,1621.76,112.31,ground_floor,3,False,Berlin,Feb20
4854,Berlin,132.0,False,True,1408.0,1900,False,False,1144.0,88.0,apartment,3,False,Berlin,Feb20
4887,Berlin,225.0,True,True,1215.0,2019,True,False,990.0,74.68,roof_storey,2,False,Berlin,Feb20
4905,Berlin,290.0,True,True,2080.0,2020,True,True,1790.0,107.89,apartment,4,False,Berlin,Feb20
4907,Berlin,212.0,False,False,1082.0,1985,True,False,870.0,56.0,ground_floor,2,False,Berlin,Feb20
4941,Berlin,0.0,True,True,1290.0,2018,True,False,1290.0,51.0,apartment,2,False,Berlin,Sep18
5008,Berlin,98.08,False,True,605.55,1995,False,False,451.52,56.44,roof_storey,2,False,Berlin,May19
5036,Berlin,70.0,False,True,430.0,1971,False,False,290.0,33.0,apartment,1,False,Berlin,May19
5063,Berlin,238.58,False,True,1332.37,1974,True,False,967.13,99.91,apartment,4,False,Berlin,Sep18
5126,Berlin,500.0,False,True,4000.0,2015,True,True,3500.0,235.0,roof_storey,6,False,Berlin,Oct19
5202,Berlin,135.27,False,False,809.34,1995,True,True,533.97,59.33,apartment,1,False,Berlin,Feb20
5235,Berlin,141.17,False,True,720.99,1977,False,False,497.0,74.29,apartment,3,False,Berlin,May19
5335,Berlin,346.13,False,True,2307.6,2013,False,False,1961.46,115.38,apartment,4,False,Berlin,Sep18
5377,Berlin,395.76,False,True,2638.4,2013,False,False,2242.64,131.92,apartment,5,False,Berlin,Sep18
5380,Berlin,295.0,False,False,1320.0,1919,False,True,1025.0,60.78,apartment,2,False,Berlin,Sep18
5388,Berlin,200.0,False,True,630.0,1994,False,False,430.0,47.63,apartment,2,False,Berlin,Oct19
5421,Berlin,111.0,False,True,869.0,1930,False,True,669.0,59.43,ground_floor,2,False,Berlin,May19
5437,Berlin,65.0,True,False,628.93,2020,True,False,528.13,32.5,apartment,1,False,Berlin,Feb20
5448,Berlin,73.0,False,True,798.0,1993,True,True,661.0,55.05,apartment,2,False,Berlin,May19
5475,Berlin,142.0,False,True,683.7,2003,True,True,541.7,60.19,roof_storey,2,False,Berlin,Feb20
5546,Berlin,100.0,False,False,900.0,1900,True,False,800.0,54.17,apartment,1,False,Berlin,Feb20
5557,Berlin,168.0,False,False,1068.0,1985,True,False,900.0,60.0,other,2,True,Berlin,Oct19
5608,Berlin,150.0,False,True,1090.0,1985,True,True,940.0,68.0,ground_floor,2,False,Berlin,Oct19
5617,Berlin,76.0,False,False,536.0,2018,True,True,460.0,19.5,ground_floor,1,False,Berlin,Feb20
5691,Berlin,85.0,False,True,599.94,1906,False,True,514.94,49.96,apartment,1,False,Berlin,Sep18
5733,Berlin,120.0,False,False,1410.0,1919,True,True,1290.0,80.0,roof_storey,2,False,Berlin,Feb20
5743,Berlin,150.0,True,True,1485.0,2018,True,True,1227.0,93.52,ground_floor,3,False,Berlin,Sep18
5771,Berlin,160.0,True,True,1390.0,2019,True,True,1230.0,40.0,apartment,2,True,Berlin,Feb20
5776,Berlin,175.25,False,False,988.06,1889,False,True,812.81,71.93,other,3,True,Berlin,May19
5788,Berlin,226.0,False,True,1202.0,1969,False,False,976.0,57.4,apartment,2,False,Berlin,Feb20
5817,Berlin,170.0,True,True,1290.0,2019,True,True,1120.0,64.0,apartment,2,False,Berlin,Feb20
5835,Berlin,213.0,False,True,3144.0,1906,False,False,2901.0,96.69,apartment,4,False,Berlin,May19
5863,Berlin,120.0,False,True,819.0,1900,False,False,649.0,52.0,apartment,2,False,Berlin,Sep18
5916,Berlin,120.0,False,False,1500.0,1969,True,True,1320.0,72.93,apartment,3,False,Berlin,May19
5944,Berlin,147.36,False,False,758.88,1985,True,False,611.52,29.12,apartment,1,False,Berlin,May19
5952,Berlin,113.65,False,True,682.65,1996,False,True,569.0,44.05,apartment,1,False,Berlin,Feb20
5981,Berlin,100.0,False,True,890.0,1910,True,True,700.0,67.6,apartment,2,False,Berlin,Feb20
6012,Berlin,64.0,False,False,500.0,1985,True,False,435.0,18.2,ground_floor,1,False,Berlin,Feb20
6057,Berlin,400.0,True,True,3117.0,2019,True,True,2717.0,136.0,other,4,False,Berlin,Feb20
6070,Berlin,223.48,False,True,725.0,1978,False,False,501.52,67.05,apartment,3,False,Berlin,Oct19
6124,Berlin,193.94,True,True,2031.52,2019,True,True,1740.61,96.97,ground_floor,3,False,Berlin,Feb20
6133,Berlin,117.0,False,False,647.0,1985,True,True,530.0,23.37,ground_floor,1,False,Berlin,Feb20
6162,Berlin,150.0,False,True,941.68,1985,False,True,791.68,49.48,apartment,1,False,Berlin,Feb20
6189,Berlin,150.0,False,True,1377.0,2001,True,True,1157.0,60.93,apartment,2,False,Berlin,May19
6222,Berlin,500.0,False,True,3500.0,1986,True,False,3000.0,262.0,roof_storey,7,True,Berlin,Sep18
6253,Berlin,253.3,False,False,972.13,1930,True,True,718.83,68.46,roof_storey,2,True,Berlin,May19
6266,Berlin,127.0,False,False,694.0,1910,False,False,567.0,42.49,apartment,1,False,Berlin,Oct19
6280,Berlin,152.37,False,True,932.48,1995,True,True,634.89,66.83,ground_floor,2,True,Berlin,Sep18
6326,Berlin,123.0,False,False,1207.0,1925,True,False,1032.0,73.7,apartment,3,False,Berlin,May19
6381,Berlin,165.0,False,True,1775.0,1900,False,True,1435.0,89.44,roof_storey,2,False,Berlin,May19
6390,Berlin,266.94,False,True,803.16,1985,True,True,536.22,63.0,ground_floor,2,False,Berlin,May19
6394,Berlin,204.25,False,True,1598.17,2016,True,True,1393.92,70.4,apartment,2,False,Berlin,Sep18
6426,Berlin,197.33,False,True,783.87,1998,True,False,586.54,68.64,ground_floor,1,False,Berlin,May19
6472,Berlin,105.0,False,True,909.27,1957,False,True,717.27,77.88,apartment,4,False,Berlin,Feb20
6491,Berlin,164.0,False,False,1134.0,1920,False,False,970.0,76.76,ground_floor,3,False,Berlin,Oct19
6521,Berlin,101.42,False,True,1022.44,2017,True,True,858.65,67.61,apartment,2,True,Berlin,Feb20
6542,Berlin,303.0,False,True,1962.0,2008,True,True,1659.0,106.92,penthouse,2,False,Berlin,Sep18
6617,Berlin,346.8,False,True,2312.0,2013,False,False,1965.2,115.6,apartment,4,False,Berlin,May19
6686,Berlin,122.0,False,False,852.0,1900,False,False,730.0,52.0,apartment,2,False,Berlin,May19
6751,Berlin,351.04,False,True,2613.04,1985,True,True,2262.0,87.76,apartment,3,False,Berlin,Feb20
6771,Berlin,100.0,False,True,883.0,1985,True,True,728.0,56.0,apartment,2,False,Berlin,May19
6825,Berlin,90.0,False,True,689.0,1968,True,False,599.0,38.89,apartment,1,False,Berlin,May19
6839,Berlin,184.0,False,False,1310.67,2016,True,False,1096.67,65.61,apartment,2,False,Berlin,Oct19
6844,Berlin,99.0,False,False,680.0,2017,True,True,581.0,20.5,apartment,1,False,Berlin,Oct19
6880,Berlin,120.0,False,True,1700.0,1886,True,True,1500.0,98.98,apartment,3,False,Berlin,May19
6917,Berlin,184.0,False,True,1271.62,2015,True,True,1010.62,87.88,apartment,3,False,Berlin,Feb20
6919,Berlin,105.0,False,True,565.0,1936,True,True,460.0,33.0,apartment,1,False,Berlin,Oct19
6925,Berlin,450.0,False,True,1700.0,1965,True,True,1250.0,76.0,apartment,3,False,Berlin,Sep18
6948,Berlin,195.74,True,True,2065.06,2019,True,True,1771.45,97.87,apartment,4,False,Berlin,Feb20
6995,Berlin,106.44,True,True,1021.77,2019,True,False,864.83,53.22,apartment,2,False,Berlin,May19
7001,Berlin,145.0,False,True,1640.0,1901,False,True,1420.0,95.0,apartment,3,False,Berlin,Oct19
7058,Berlin,250.0,False,True,1800.0,2016,False,True,1650.0,113.7,apartment,4,False,Berlin,May19
7079,Berlin,60.0,False,False,700.0,1915,True,True,600.0,40.62,apartment,1,False,Berlin,Sep18
7080,Berlin,389.0,False,True,2244.0,1993,True,True,1855.0,151.58,roof_storey,3,True,Berlin,May19
7155,Berlin,145.0,False,True,808.0,1958,False,False,663.0,56.11,apartment,2,False,Berlin,Feb20
7176,Berlin,140.0,True,True,1735.0,2017,False,True,1455.0,103.99,apartment,4,False,Berlin,Sep18
7195,Berlin,60.0,False,True,649.0,1997,True,False,529.0,56.0,apartment,2,False,Berlin,Feb20
7223,Berlin,107.0,False,False,1057.0,1893,False,False,882.0,88.2,apartment,3,False,Berlin,Oct19
7261,Berlin,231.0,False,True,930.0,1996,True,True,699.0,78.5,apartment,3,False,Berlin,May19
7281,Berlin,100.0,False,True,1475.0,2014,True,False,1250.0,52.0,apartment,2,False,Berlin,May19
7288,Berlin,170.0,False,True,970.0,1959,True,False,800.0,35.0,apartment,1,False,Berlin,Feb20
7296,Berlin,320.0,True,True,1910.0,2020,False,True,1590.0,76.31,other,3,True,Berlin,Feb20
7300,Berlin,80.0,False,False,845.0,1900,True,False,765.0,54.0,apartment,2,False,Berlin,Oct19
7343,Berlin,168.0,False,False,917.0,1910,True,False,749.0,38.0,apartment,1,False,Berlin,May19
7417,Berlin,200.0,True,True,1400.0,2018,True,True,1200.0,65.5,apartment,2,False,Berlin,Oct19
7547,Berlin,50.0,False,True,710.0,1985,True,False,660.0,10.0,apartment,1,False,Berlin,May19
7590,Berlin,270.0,True,True,1376.0,2019,True,True,1106.0,69.1,apartment,2,True,Berlin,Oct19
7642,Berlin,270.0,False,True,1190.0,1956,True,False,920.0,79.42,apartment,4,True,Berlin,Oct19
7649,Berlin,190.0,False,False,1325.0,1904,False,False,1075.0,71.67,apartment,2,False,Berlin,May19
7663,Berlin,125.0,False,False,1275.0,1900,False,True,1150.0,75.6,apartment,2,False,Berlin,Oct19
7684,Berlin,149.25,False,True,1830.25,2014,True,True,1592.0,99.5,apartment,3,False,Berlin,Feb20
7780,Berlin,160.0,False,True,889.0,1971,False,False,659.0,69.0,apartment,3,False,Berlin,Oct19
7803,Berlin,175.0,False,True,929.0,1973,False,False,699.0,73.0,apartment,3,False,Berlin,Sep18
7819,Berlin,65.0,False,True,620.0,1939,False,True,445.0,45.74,apartment,2,False,Berlin,Sep18
7851,Berlin,120.0,False,True,990.0,1985,False,True,870.0,65.0,apartment,2,False,Berlin,Oct19
7868,Berlin,380.0,True,True,2179.0,2019,True,False,1799.0,95.8,apartment,4,False,Berlin,Feb20
7917,Berlin,191.61,False,False,1053.86,1985,False,False,862.25,63.87,apartment,2,False,Berlin,Oct19
7973,Berlin,250.0,False,False,1850.0,1904,True,False,1600.0,87.0,loft,2,True,Berlin,Oct19
8010,Berlin,200.0,False,True,1175.0,1908,True,True,975.0,93.7,apartment,3,True,Berlin,Feb20
8026,Berlin,150.0,True,True,1485.0,2018,True,True,1227.0,93.85,ground_floor,3,False,Berlin,May19
8103,Berlin,222.08,False,True,699.15,1988,False,True,477.07,69.14,apartment,3,False,Berlin,Oct19
8113,Berlin,210.0,False,True,1048.0,1969,False,False,838.0,49.31,apartment,2,False,Berlin,Sep18
